time,little,alt,latlon,u,t
2022-08-26T05:00,1,1,2,0,7
2022-08-26T06:00,7,6,10,1,29
2022-08-26T07:00,37,26,166,3,83
2022-08-26T08:00,60,25,243,4,31
2022-08-26T09:00,56,39,303,3,33
2022-08-26T10:00,62,40,300,3,26
2022-08-26T11:00,53,33,214,9,22
2022-08-26T12:00,57,32,236,9,30
2022-08-26T13:00,58,38,238,7,62
2022-08-26T14:00,46,29,186,0,38
2022-08-26T15:00,56,28,230,13,42
2022-08-26T16:00,48,22,287,2,48
2022-08-26T17:00,48,23,249,6,59
2022-08-26T18:00,52,44,250,0,56
2022-08-26T19:00,57,17,223,0,53
2022-08-26T20:00,48,49,190,2,67
2022-08-26T21:00,18,11,105,5,15
2022-08-26T22:00,10,7,51,0,31
2022-08-26T23:00,6,2,23,5,58
2022-08-27T00:00,2,1,1,0,15
2022-08-27T01:00,7,4,18,3,79
2022-08-27T02:00,1,0,3,1,16
2022-08-27T03:00,1,1,5,0,16
2022-08-27T04:00,6,2,18,4,32
2022-08-27T05:00,2,0,7,1,8
2022-08-27T06:00,6,3,16,0,31
2022-08-27T07:00,29,18,147,3,35
2022-08-27T08:00,61,43,240,4,82
2022-08-27T09:00,58,46,246,18,40
2022-08-27T10:00,62,46,268,12,73
2022-08-27T11:00,62,43,239,12,63
2022-08-27T12:00,42,27,177,0,58
2022-08-27T13:00,58,38,238,1,90
2022-08-27T14:00,48,26,290,0,80
2022-08-27T15:00,45,18,221,7,5
2022-08-27T16:00,47,25,250,10,3
2022-08-27T17:00,44,27,272,3,42
2022-08-27T18:00,48,30,253,5,78
2022-08-27T19:00,49,20,226,8,66
2022-08-27T20:00,44,26,157,17,35
2022-08-27T21:00,15,7,49,6,23
2022-08-27T22:00,15,7,69,0,25
2022-08-27T23:00,6,5,31,4,12
2022-08-28T00:00,5,4,26,1,33
2022-08-28T01:00,13,8,30,7,53
2022-08-28T02:00,8,1,14,8,33
2022-08-28T03:00,14,8,31,4,76
2022-08-28T04:00,7,3,18,2,55
2022-08-28T05:00,2,0,1,3,6
2022-08-28T06:00,7,4,16,1,21
2022-08-28T07:00,41,35,177,0,34
2022-08-28T08:00,52,41,201,2,79
2022-08-28T09:00,44,28,230,1,77
2022-08-28T10:00,71,53,305,14,44
2022-08-28T11:00,44,40,170,7,42
2022-08-28T12:00,44,31,241,14,49
2022-08-28T13:00,55,35,232,9,50
2022-08-28T14:00,40,25,220,4,43
2022-08-28T15:00,42,23,222,10,4
2022-08-28T16:00,35,19,137,0,51
2022-08-28T17:00,51,32,212,8,49
2022-08-28T18:00,52,25,162,0,35
2022-08-28T19:00,54,33,213,2,94
2022-08-28T20:00,42,21,140,5,47
2022-08-28T21:00,15,11,85,0,35
2022-08-28T22:00,10,5,44,0,29
2022-08-28T23:00,7,5,20,3,21
2022-08-29T00:00,2,1,7,1,17
2022-08-29T01:00,4,2,5,0,19
2022-08-29T02:00,6,5,11,0,15
2022-08-29T03:00,7,3,13,3,63
2022-08-29T04:00,5,3,12,3,45
2022-08-29T05:00,4,5,5,1,2
2022-08-29T06:00,7,12,34,3,10
2022-08-29T07:00,40,24,149,3,123
2022-08-29T08:00,49,35,184,2,70
2022-08-29T09:00,71,37,287,10,85
2022-08-29T10:00,62,36,258,18,17
2022-08-29T11:00,42,39,198,0,42
2022-08-29T12:00,48,42,211,14,77
2022-08-29T13:00,48,37,195,2,53
2022-08-29T14:00,51,28,342,4,26
2022-08-29T15:00,63,30,249,5,47
2022-08-29T16:00,41,24,136,8,34
2022-08-29T17:00,44,23,174,3,55
2022-08-29T18:00,58,36,213,0,67
2022-08-29T19:00,57,31,231,0,69
2022-08-29T20:00,48,34,172,6,54
2022-08-29T21:00,20,5,112,4,43
2022-08-29T22:00,8,3,39,0,20
2022-08-29T23:00,6,1,39,5,18
2022-08-30T00:00,10,6,15,2,57
2022-08-30T01:00,4,0,3,0,29
2022-08-30T02:00,10,2,10,2,37
2022-08-30T03:00,3,4,10,0,16
2022-08-30T04:00,4,0,5,0,34
2022-08-30T05:00,1,0,2,2,6
2022-08-30T06:00,4,10,26,0,23
2022-08-30T07:00,29,27,105,1,80
2022-08-30T08:00,62,36,234,4,44
2022-08-30T09:00,52,45,262,13,72
2022-08-30T10:00,64,46,318,2,38
2022-08-30T11:00,54,35,199,3,33
2022-08-30T12:00,41,25,172,8,63
2022-08-30T13:00,49,47,265,5,60
2022-08-30T14:00,51,30,295,8,39
2022-08-30T15:00,46,24,226,4,82
2022-08-30T16:00,42,25,207,7,31
2022-08-30T17:00,23,17,131,8,32
2022-08-30T18:00,31,26,128,4,35
2022-08-30T19:00,36,15,194,3,40
2022-08-30T20:00,50,46,273,11,32
2022-08-30T21:00,14,11,100,4,24
2022-08-30T22:00,9,11,32,0,3
2022-08-30T23:00,6,4,33,0,6
2022-08-31T00:00,8,3,21,2,58
2022-08-31T01:00,2,2,5,6,23
2022-08-31T02:00,4,6,3,0,17
2022-08-31T03:00,3,4,15,0,22
2022-08-31T04:00,6,3,19,4,15
2022-08-31T05:00,2,3,6,1,24
2022-08-31T06:00,4,5,13,0,21
2022-08-31T07:00,34,30,159,0,80
2022-08-31T08:00,56,27,255,17,61
2022-08-31T09:00,53,28,427,4,46
2022-08-31T10:00,57,22,387,4,50
2022-08-31T11:00,47,25,250,6,38
2022-08-31T12:00,49,25,288,8,31
2022-08-31T13:00,50,30,301,15,78
2022-08-31T14:00,49,26,202,6,65
2022-08-31T15:00,45,34,218,12,14
2022-08-31T16:00,40,25,210,0,28
2022-08-31T17:00,41,21,215,2,35
2022-08-31T18:00,55,36,251,7,81
2022-08-31T19:00,61,36,360,13,89
2022-08-31T20:00,52,27,205,5,56
2022-08-31T21:00,34,16,113,6,88
2022-08-31T22:00,15,8,56,1,58
2022-08-31T23:00,7,3,28,2,54
2022-09-01T00:00,7,3,13,2,37
2022-09-01T01:00,7,3,20,1,40
2022-09-01T02:00,8,2,15,5,48
2022-09-01T03:00,7,3,15,7,66
2022-09-01T04:00,5,2,13,4,45
2022-09-01T05:00,3,1,10,1,25
2022-09-01T06:00,4,0,40,2,32
2022-09-01T07:00,38,21,227,3,94
2022-09-01T08:00,60,35,265,3,24
2022-09-01T09:00,51,38,288,8,48
2022-09-01T10:00,0,0,0,0,0
2022-09-01T11:00,0,0,0,0,0
2022-09-01T12:00,0,0,0,0,0
2022-09-01T13:00,0,0,0,0,0
2022-09-01T15:00,26,21,129,4,7
2022-09-01T16:00,17,14,90,4,14
2022-09-01T17:00,38,28,229,2,13
2022-09-01T18:00,19,20,138,4,9
2022-09-01T19:00,37,19,187,3,38
2022-09-01T20:00,48,36,211,20,31
2022-09-01T21:00,30,12,147,4,32
2022-09-01T22:00,13,8,42,5,35
2022-09-01T23:00,10,5,53,3,47
2022-09-02T00:00,6,4,10,2,54
2022-09-02T01:00,5,5,8,1,65
2022-09-02T02:00,5,0,20,0,27
2022-09-02T03:00,7,3,27,2,33
2022-09-02T04:00,10,8,23,3,58
2022-09-02T05:00,2,0,2,0,9
2022-09-02T06:00,7,5,32,1,22
2022-09-02T07:00,31,15,124,5,74
2022-09-02T08:00,63,37,224,3,103
2022-09-02T09:00,0,0,0,0,0
2022-09-02T12:00,0,0,0,0,0
2022-09-02T13:00,39,26,265,1,67
2022-09-02T14:00,46,43,247,8,20
2022-09-02T15:00,31,25,128,9,4
2022-09-02T16:00,26,20,121,9,33
2022-09-02T17:00,38,27,152,8,61
2022-09-02T18:00,39,30,198,4,54
2022-09-02T19:00,42,30,228,4,64
2022-09-02T20:00,38,31,117,1,45
2022-09-02T21:00,13,8,100,5,21
2022-09-02T22:00,17,12,68,0,48
2022-09-02T23:00,7,3,38,9,43
2022-09-03T00:00,6,2,10,1,24
2022-09-03T01:00,3,2,2,0,12
2022-09-03T02:00,2,3,5,4,17
2022-09-03T03:00,3,2,6,1,41
2022-09-03T04:00,3,0,12,1,20
2022-09-03T05:00,3,1,6,1,12
2022-09-03T06:00,10,8,26,0,34
2022-09-03T07:00,30,23,123,0,28
2022-09-03T08:00,38,27,174,0,51
2022-09-03T09:00,45,25,199,3,63
2022-09-03T10:00,0,0,0,0,0
2022-09-10T10:00,0,0,0,0,0
2022-09-10T11:00,45,29,184,1,50
2022-09-10T12:00,56,40,242,0,30
2022-09-10T13:00,47,36,219,8,34
2022-09-10T14:00,49,33,290,7,22
2022-09-10T15:00,44,20,172,4,63
2022-09-10T16:00,51,21,220,2,55
2022-09-10T17:00,43,39,247,1,59
2022-09-10T18:00,52,34,278,14,76
2022-09-10T19:00,40,29,281,9,66
2022-09-10T20:00,55,29,288,11,113
2022-09-10T21:00,13,4,61,0,28
2022-09-10T22:00,12,8,48,2,71
2022-09-10T23:00,4,3,36,1,3
2022-09-11T00:00,3,2,4,2,2
2022-09-11T01:00,1,2,7,0,2
2022-09-11T02:00,1,1,2,2,20
2022-09-11T03:00,10,3,23,8,79
2022-09-11T04:00,0,0,0,0,0
2022-09-11T05:00,4,2,8,2,41
2022-09-11T06:00,8,5,15,1,29
2022-09-11T07:00,31,35,164,0,93
2022-09-11T08:00,63,26,277,5,73
2022-09-11T11:00,63,37,245,11,65
2022-09-11T11:00,63,37,245,11,65
2022-09-11T11:00,63,37,245,11,65
2022-09-11T12:00,45,26,158,7,17
2022-09-11T13:00,53,24,181,5,77
2022-09-11T14:00,54,28,241,8,45
2022-09-11T15:00,44,29,291,12,62
2022-09-11T16:00,50,25,159,2,59
2022-09-11T17:00,50,38,249,0,62
2022-09-11T18:00,62,28,248,6,30
2022-09-11T19:00,45,22,199,5,64
2022-09-11T20:00,52,25,147,1,40
2022-09-11T21:00,12,5,87,6,36
2022-09-11T22:00,11,13,45,2,33
2022-09-11T23:00,12,3,56,3,30
2022-09-12T00:00,2,2,2,2,30
2022-09-12T01:00,5,1,7,1,14
2022-09-12T02:00,3,4,1,0,22
2022-09-12T03:00,7,7,11,5,47
2022-09-12T04:00,3,1,2,1,25
2022-09-12T05:00,0,0,0,0,0
2022-09-12T06:00,9,5,25,1,19
2022-09-12T07:00,35,22,144,1,66
2022-09-12T08:00,55,35,235,3,39
2022-09-12T09:00,53,47,286,6,41
2022-09-12T10:00,77,34,274,3,55
2022-09-12T11:00,53,27,167,9,35
2022-09-12T12:00,43,27,172,21,19
2022-09-12T13:00,47,29,228,4,40
2022-09-12T14:00,47,36,245,8,40
2022-09-12T15:00,52,30,228,0,24
2022-09-12T16:00,33,14,122,2,35
2022-09-12T17:00,47,34,190,4,24
2022-09-12T18:00,50,35,207,8,101
2022-09-12T19:00,52,44,206,12,110
2022-09-12T20:00,47,20,166,3,35
2022-09-12T21:00,19,17,55,0,42
2022-09-12T22:00,16,5,43,3,43
2022-09-12T23:00,5,6,20,2,33
2022-09-13T00:00,3,2,4,2,6
2022-09-13T01:00,2,1,8,2,21
2022-09-13T02:00,5,5,13,3,43
2022-09-13T03:00,10,1,23,2,96
2022-09-13T04:00,3,0,6,0,31
2022-09-13T05:00,1,0,2,0,16
2022-09-13T06:00,11,8,25,4,23
2022-09-13T07:00,31,25,146,1,71
2022-09-13T08:00,65,35,169,2,80
2022-09-13T09:00,69,50,324,8,61
2022-09-13T10:00,60,28,223,0,27
2022-09-13T11:00,52,26,179,7,47
2022-09-13T12:00,49,31,154,0,31
2022-09-13T13:00,44,15,182,0,43
2022-09-13T14:00,55,36,280,5,56
2022-09-13T15:00,43,31,221,1,30
2022-09-13T16:00,45,27,216,3,27
2022-09-13T17:00,38,22,231,6,23
2022-09-13T18:00,49,30,215,4,52
2022-09-13T19:00,53,32,240,7,76
2022-09-13T20:00,58,29,202,8,52
2022-09-13T21:00,9,1,36,2,20
2022-09-13T22:00,9,5,52,0,46
2022-09-13T23:00,5,3,33,0,11
2022-09-14T00:00,4,3,3,2,33
2022-09-14T01:00,3,0,2,0,12
2022-09-14T02:00,2,3,0,0,0
2022-09-14T03:00,4,3,4,4,18
2022-09-14T04:00,4,5,18,1,8
2022-09-14T05:00,3,4,3,0,32
2022-09-14T06:00,7,4,16,3,0
2022-09-14T07:00,34,35,116,2,70
2022-09-14T08:00,60,32,199,1,36
2022-09-14T09:00,61,42,422,8,6
2022-09-14T10:00,70,51,422,9,3
2022-09-14T11:00,45,21,222,11,0
2022-09-14T12:00,46,31,264,7,3
2022-09-14T13:00,51,40,298,9,2
2022-09-14T14:00,47,35,269,13,2
2022-09-14T15:00,45,24,273,7,0
2022-09-14T16:00,48,38,279,4,0
2022-09-14T17:00,52,22,324,6,5
2022-09-14T18:00,51,32,344,3,9
2022-09-14T19:00,49,24,350,0,14
2022-09-14T20:00,0,0,0,0,0
2022-09-14T21:00,0,0,0,0,0
2022-09-14T22:00,4,4,9,0,7
2022-09-14T23:00,11,4,63,7,31
2022-09-15T00:00,2,0,16,0,2
2022-09-15T01:00,0,0,4,0,0
2022-09-15T02:00,1,1,18,0,0
2022-09-15T03:00,4,3,57,0,4
2022-09-15T04:00,4,2,45,0,4
2022-09-15T05:00,6,5,21,2,2
2022-09-15T06:00,3,1,26,2,7
2022-09-15T07:00,30,24,217,1,15
2022-09-15T08:00,67,42,328,0,3
2022-09-15T11:00,71,42,382,4,6
2022-09-15T11:00,71,42,382,4,6
2022-09-15T11:00,71,42,382,4,6
2022-09-15T12:00,60,28,318,7,44
2022-09-15T13:00,56,46,247,8,49
2022-09-15T14:00,50,42,213,7,54
2022-09-15T15:00,45,35,222,12,33
2022-09-15T16:00,48,28,162,7,41
2022-09-15T17:00,63,49,238,15,64
2022-09-15T18:00,49,37,182,1,63
2022-09-15T19:00,53,27,235,3,97
2022-09-15T20:00,49,42,220,6,41
2022-09-15T21:00,10,6,76,0,37
2022-09-15T22:00,14,6,51,1,40
2022-09-15T23:00,8,8,51,1,51
2022-09-16T00:00,5,0,8,1,36
2022-09-16T01:00,3,4,13,8,31
2022-09-16T02:00,7,3,22,3,32
2022-09-16T03:00,7,3,25,3,37
2022-09-16T04:00,3,2,5,1,18
2022-09-16T05:00,3,4,25,5,23
2022-09-16T06:00,4,3,7,0,31
2022-09-16T07:00,47,34,156,2,83
2022-09-16T08:00,54,37,190,0,75
2022-09-16T09:00,59,45,342,5,83
2022-09-16T10:00,65,40,306,12,28
2022-09-16T11:00,46,36,186,0,13
2022-09-16T12:00,54,32,213,11,49
2022-09-16T13:00,51,45,230,4,34
2022-09-16T14:00,47,42,326,10,35
2022-09-16T15:00,51,34,284,12,21
2022-09-16T16:00,54,29,173,2,42
2022-09-16T17:00,48,24,236,5,38
2022-09-16T18:00,55,33,237,9,73
2022-09-16T19:00,54,43,223,5,51
2022-09-16T20:00,55,53,200,10,47
2022-09-16T21:00,17,11,62,3,59
2022-09-16T22:00,17,4,76,4,40
2022-09-16T23:00,7,3,14,0,31
2022-09-17T00:00,2,1,4,0,13
2022-09-17T01:00,2,0,5,0,6
2022-09-17T02:00,6,3,12,1,63
2022-09-17T03:00,4,4,10,3,59
2022-09-17T04:00,4,1,7,1,20
2022-09-17T05:00,6,5,17,0,26
2022-09-17T06:00,4,0,7,0,21
2022-09-17T07:00,34,31,133,9,106
2022-09-17T08:00,73,45,280,2,37
2022-09-17T09:00,53,45,249,8,40
2022-09-17T10:00,70,25,355,1,52
2022-09-17T11:00,56,41,197,11,66
2022-09-17T12:00,51,37,275,1,42
2022-09-17T13:00,47,23,209,7,39
2022-09-17T14:00,56,39,326,9,48
2022-09-17T15:00,47,31,160,3,56
2022-09-17T16:00,12,10,59,5,13
2022-09-17T17:00,49,52,207,14,33
2022-09-17T18:00,48,29,195,3,39
2022-09-17T19:00,63,33,304,5,34
2022-09-17T20:00,71,39,262,11,41
2022-09-17T21:00,19,15,63,0,40
2022-09-17T22:00,12,2,56,3,35
2022-09-17T23:00,15,5,46,0,32
2022-09-18T00:00,6,2,7,2,10
2022-09-18T01:00,4,3,4,1,25
2022-09-18T02:00,16,12,20,0,61
2022-09-18T03:00,18,11,24,6,42
2022-09-18T04:00,6,3,7,2,37
2022-09-18T05:00,5,1,18,2,34
2022-09-18T06:00,5,2,27,1,11
2022-09-18T07:00,41,30,225,3,124
2022-09-18T08:00,67,31,348,1,77
2022-09-18T09:00,55,40,187,4,76
2022-09-18T10:00,70,30,433,14,30
2022-09-18T11:00,13,7,62,3,11
2022-09-18T12:00,39,20,197,5,84
2022-09-18T13:00,54,18,270,7,73
2022-09-18T14:00,74,39,362,8,78
2022-09-18T15:00,72,36,413,1,42
2022-09-18T16:00,61,23,324,12,44
2022-09-18T17:00,68,30,365,10,74
2022-09-18T18:00,59,26,321,6,87
2022-09-18T19:00,35,25,162,0,0
2022-09-18T20:00,43,20,227,3,83
2022-09-18T21:00,29,8,195,13,75
2022-09-18T22:00,12,8,64,1,56
2022-09-18T23:00,16,5,73,0,62
2022-09-19T00:00,2,2,8,0,18
2022-09-19T01:00,0,1,0,0,1
2022-09-19T02:00,3,1,6,0,46
2022-09-19T03:00,4,1,12,2,13
2022-09-19T04:00,6,3,10,1,46
2022-09-19T05:00,0,0,0,0,0
2022-09-19T06:00,6,1,14,3,33
2022-09-19T07:00,21,5,91,2,37
2022-09-19T08:00,41,18,174,4,78
2022-09-19T09:00,37,14,159,2,120
2022-09-19T10:00,75,17,156,0,94
2022-09-19T11:00,101,16,201,10,69
2022-09-19T12:00,92,15,109,6,62
2022-09-19T13:00,84,15,184,2,75
2022-09-19T14:00,3,0,4,0,0
2022-09-19T15:00,36,6,37,2,28
2022-09-19T16:00,24,5,78,0,8
2022-09-19T17:00,27,8,116,11,21
2022-09-19T18:00,37,15,125,5,55
2022-09-19T19:00,24,16,68,7,48
2022-09-19T20:00,18,3,48,2,43
2022-09-19T21:00,6,6,4,0,32
2022-09-19T22:00,1,1,4,2,19
2022-09-19T23:00,9,4,9,0,28
2022-09-20T00:00,3,1,1,0,32
2022-09-20T01:00,0,0,0,0,0
2022-09-20T02:00,7,2,5,2,44
2022-09-20T03:00,2,2,0,6,50
2022-09-20T04:00,3,3,8,0,15
2022-09-20T05:00,1,0,4,0,0
2022-09-20T06:00,3,0,0,0,0
2022-09-20T07:00,28,10,22,3,64
2022-09-20T08:00,119,24,62,9,127
2022-09-20T09:00,78,25,97,11,111
2022-09-20T10:00,135,30,134,2,230
2022-09-20T11:00,152,39,141,6,243
2022-09-20T12:00,179,39,140,11,233
2022-09-20T13:00,138,48,133,5,216
2022-09-20T14:00,171,60,173,15,423
2022-09-20T15:00,121,29,180,14,339
2022-09-20T16:00,181,41,183,11,264
2022-09-20T17:00,155,23,232,6,289
2022-09-20T18:00,184,51,247,17,386
2022-09-20T19:00,139,32,166,10,248
2022-09-20T20:00,118,32,164,7,238
2022-09-20T21:00,44,17,114,12,175
2022-09-20T22:00,29,8,47,6,130
2022-09-20T23:00,17,4,18,2,23
2022-09-21T00:00,8,3,8,1,49
2022-09-21T01:00,9,2,10,3,34
2022-09-21T02:00,3,3,13,0,5
2022-09-21T03:00,5,1,9,0,21
2022-09-21T04:00,10,5,3,0,38
2022-09-21T05:00,21,13,41,16,78
2022-09-21T06:00,14,6,10,0,25
2022-09-21T07:00,81,27,102,3,227
2022-09-21T08:00,155,55,221,9,252
2022-09-21T09:00,216,64,197,17,378
2022-09-21T10:00,211,60,224,9,419
2022-09-21T11:00,203,47,251,11,221
2022-09-21T12:00,184,53,215,13,329
2022-09-21T13:00,165,39,149,12,296
2022-09-21T14:00,179,53,187,10,340
2022-09-21T15:00,135,47,260,20,360
2022-09-21T16:00,108,38,207,11,218
2022-09-21T17:00,161,61,285,2,304
2022-09-21T18:00,159,39,215,2,308
2022-09-21T19:00,164,38,182,3,300
2022-09-21T20:00,128,42,177,12,297
2022-09-21T21:00,21,6,28,5,126
2022-09-21T22:00,33,15,49,7,135
2022-09-21T23:00,27,10,41,5,99
2022-09-22T00:00,3,3,6,0,13
2022-09-22T01:00,8,4,11,5,63
2022-09-22T02:00,3,5,11,3,3
2022-09-22T03:00,1,0,3,0,0
2022-09-22T04:00,5,5,3,2,40
2022-09-22T05:00,7,4,8,3,38
2022-09-22T06:00,12,6,26,0,48
2022-09-22T07:00,94,35,141,5,242
2022-09-22T08:00,148,37,171,5,306
2022-09-22T09:00,225,51,303,12,437
2022-09-22T10:00,184,54,194,9,283
2022-09-22T11:00,215,51,176,33,216
2022-09-22T12:00,152,37,145,1,263
2022-09-22T13:00,175,45,147,15,367
2022-09-22T14:00,195,34,219,11,352
2022-09-22T15:00,147,48,221,27,380
2022-09-22T16:00,162,37,132,15,204
2022-09-22T17:00,168,55,149,1,314
2022-09-22T18:00,172,51,181,4,264
2022-09-22T19:00,197,42,134,4,278
2022-09-22T20:00,131,28,136,6,268
2022-09-22T21:00,45,21,98,11,115
2022-09-22T22:00,17,4,28,4,81
2022-09-22T23:00,23,16,40,10,111
2022-09-23T00:00,9,0,8,2,28
2022-09-23T01:00,14,7,19,4,102
2022-09-23T02:00,8,3,18,9,39
2022-09-23T03:00,14,12,37,1,55
2022-09-23T04:00,9,8,20,3,69
2022-09-23T05:00,6,6,2,0,6
2022-09-23T06:00,19,6,21,0,20
2022-09-23T07:00,88,50,116,5,254
2022-09-23T08:00,159,59,168,6,276
2022-09-23T09:00,148,45,182,13,386
2022-09-23T10:00,185,61,173,12,405
2022-09-23T11:00,231,68,231,20,282
2022-09-23T12:00,203,54,199,17,301
2022-09-23T13:00,161,53,168,7,412
2022-09-23T14:00,178,49,212,16,413
2022-09-23T15:00,144,53,109,20,313
2022-09-23T16:00,133,47,149,9,232
2022-09-23T17:00,105,63,125,10,286
2022-09-23T18:00,134,46,226,22,351
2022-09-23T19:00,91,34,112,12,335
2022-09-23T20:00,82,28,135,8,258
2022-09-23T21:00,42,15,62,6,136
2022-09-23T22:00,19,7,30,7,114
2022-09-23T23:00,21,11,25,7,117
2022-09-24T00:00,4,1,10,3,40
2022-09-24T01:00,6,2,19,0,0
2022-09-24T02:00,3,2,6,0,23
2022-09-24T03:00,4,4,3,0,34
2022-09-24T04:00,3,0,8,3,16
2022-09-24T05:00,4,0,3,0,15
2022-09-24T06:00,11,5,11,0,40
2022-09-24T07:00,80,40,104,10,240
2022-09-24T08:00,146,47,187,2,277
2022-09-24T09:00,124,43,164,11,375
2022-09-24T10:00,141,57,213,4,328
2022-09-24T11:00,159,68,223,12,266
2022-09-24T12:00,132,39,211,8,267
2022-09-24T13:00,166,39,125,11,264
2022-09-24T14:00,160,47,192,7,318
2022-09-24T15:00,133,68,225,11,391
2022-09-24T16:00,144,45,140,7,206
2022-09-24T17:00,177,44,204,16,266
2022-09-24T18:00,190,40,220,5,294
2022-09-24T19:00,143,52,173,7,288
2022-09-24T20:00,145,44,154,4,275
2022-09-24T21:00,43,20,38,6,164
2022-09-24T22:00,27,5,44,11,170
2022-09-24T23:00,23,9,21,10,71
2022-09-25T00:00,8,7,7,1,61
2022-09-25T01:00,11,7,23,0,26
2022-09-25T02:00,17,5,24,1,72
2022-09-25T03:00,21,8,33,4,78
2022-09-25T04:00,5,2,16,0,28
2022-09-25T05:00,18,6,31,0,32
2022-09-25T06:00,17,5,15,0,55
2022-09-25T07:00,70,25,105,0,235
2022-09-25T08:00,193,47,138,3,301
2022-09-25T09:00,177,65,224,20,294
2022-09-25T10:00,172,38,217,10,373
2022-09-25T11:00,137,48,267,16,221
2022-09-25T12:00,192,59,222,8,259
2022-09-25T13:00,210,38,161,15,315
2022-09-25T14:00,190,40,175,11,344
2022-09-25T15:00,151,45,270,13,319
2022-09-25T16:00,141,40,193,14,180
2022-09-25T17:00,185,60,161,8,263
2022-09-25T18:00,187,47,184,9,332
2022-09-25T19:00,184,43,144,8,305
2022-09-25T20:00,150,49,183,16,250
2022-09-25T21:00,44,20,99,3,174
2022-09-25T22:00,19,5,36,6,82
2022-09-25T23:00,18,9,14,3,57
2022-09-26T00:00,7,3,4,1,33
2022-09-26T01:00,8,8,15,1,34
2022-09-26T02:00,5,0,3,0,14
2022-09-26T03:00,5,4,5,1,37
2022-09-26T04:00,4,1,6,0,31
2022-09-26T05:00,6,4,22,3,2
2022-09-26T06:00,17,7,34,2,40
2022-09-26T07:00,86,26,150,8,257
2022-09-26T08:00,221,43,194,2,248
2022-09-26T09:00,163,56,229,7,300
2022-09-26T10:00,192,49,197,8,381
2022-09-26T11:00,184,55,245,21,251
2022-09-26T12:00,167,49,293,18,341
2022-09-26T13:00,146,34,175,3,237
2022-09-26T14:00,191,53,287,24,470
2022-09-26T15:00,174,50,425,25,329
2022-09-26T16:00,144,50,232,12,216
2022-09-26T17:00,144,43,199,17,262
2022-09-26T18:00,185,53,229,3,295
2022-09-26T19:00,162,51,195,15,316
2022-09-26T20:00,145,43,182,6,293
2022-09-26T21:00,38,7,59,9,147
2022-09-26T22:00,26,11,66,1,128
2022-09-26T23:00,21,3,14,11,58
2022-09-27T00:00,7,4,20,5,22
2022-09-27T01:00,4,2,6,2,27
2022-09-27T02:00,7,5,18,2,69
2022-09-27T03:00,12,4,11,3,109
2022-09-27T04:00,2,2,9,0,38
2022-09-27T05:00,12,3,22,0,0
2022-09-27T06:00,19,5,10,0,27
2022-09-27T07:00,73,23,80,5,262
2022-09-27T08:00,194,51,169,10,280
2022-09-27T09:00,283,59,205,12,440
2022-09-27T10:00,239,40,196,11,325
2022-09-27T11:00,160,35,265,10,246
2022-09-27T12:00,155,59,238,15,245
2022-09-27T13:00,182,38,152,12,362
2022-09-27T14:00,220,56,211,21,359
2022-09-27T15:00,144,40,200,6,278
2022-09-27T16:00,148,35,172,14,292
2022-09-27T17:00,154,45,207,11,329
2022-09-27T18:00,164,31,208,12,310
2022-09-27T19:00,159,71,197,4,276
2022-09-27T20:00,98,34,155,13,202
2022-09-27T21:00,37,14,73,9,158
2022-09-27T22:00,25,12,55,9,105
2022-09-27T23:00,15,6,20,4,68
2022-09-28T00:00,10,5,12,3,78
2022-09-28T01:00,7,5,18,1,14
2022-09-28T02:00,12,2,13,2,85
2022-09-28T03:00,23,15,51,5,82
2022-09-28T04:00,17,8,23,7,63
2022-09-28T05:00,9,7,14,1,15
2022-09-28T06:00,13,8,19,4,24
2022-09-28T07:00,80,32,86,4,206
2022-09-28T08:00,134,40,156,3,294
2022-09-28T09:00,185,72,198,11,321
2022-09-28T10:00,184,53,191,11,392
2022-09-28T11:00,188,50,243,10,237
2022-09-28T12:00,183,52,177,14,293
2022-09-28T13:00,240,40,175,12,311
2022-09-28T14:00,193,38,184,7,304
2022-09-28T15:00,166,50,207,12,215
2022-09-28T16:00,161,40,173,10,283
2022-09-28T17:00,161,43,215,5,297
2022-09-28T18:00,171,39,222,6,354
2022-09-28T19:00,191,54,176,3,309
2022-09-28T20:00,111,42,139,7,298
2022-09-28T21:00,27,14,77,10,149
2022-09-28T22:00,36,5,35,4,92
2022-09-28T23:00,10,5,16,4,102
2022-09-29T00:00,18,4,7,6,7
2022-09-29T01:00,5,0,2,2,29
2022-09-29T02:00,7,6,15,2,21
2022-09-29T03:00,7,2,30,2,74
2022-09-29T04:00,8,7,9,1,31
2022-09-29T05:00,3,1,1,0,20
2022-09-29T06:00,12,7,13,4,56
2022-09-29T07:00,76,36,116,9,217
2022-09-29T08:00,175,61,202,6,376
2022-09-29T09:00,196,64,252,7,410
2022-09-29T10:00,0,0,0,0,0
2022-09-29T13:00,0,0,0,0,0
2022-09-29T14:00,132,50,150,2,280
2022-09-29T15:00,148,50,219,17,297
2022-09-29T16:00,165,41,182,17,221
2022-09-29T17:00,175,41,186,6,292
2022-09-29T18:00,141,47,175,5,317
2022-09-29T19:00,180,72,221,18,336
2022-09-29T20:00,136,53,187,11,362
2022-09-29T21:00,31,10,49,8,158
2022-09-29T22:00,27,10,37,5,143
2022-09-29T23:00,13,8,12,0,58
2022-09-30T00:00,10,4,12,5,43
2022-09-30T01:00,4,2,6,1,39
